88705.500000,0.495997
87751.500000,0.619999
88419.500000,0.509538
88021.500000,0.677000
87850.500000,0.633516
87764.500000,0.523999
88797.500000,0.495997
89072.500000,0.556529
89478.500000,0.660525
87089.500000,0.715000
87057.500000,0.744509
86999.500000,0.636997
90917.500000,0.467998
87709.500000,0.524510
87852.500000,0.413998
88335.500000,0.524000
87940.500000,0.616504
89637.500000,0.566997
90586.500000,0.540512
89591.500000,0.455997
89294.500000,0.526504
88308.500000,0.594012
88319.500000,0.523997
87818.500000,0.578502
88439.500000,0.732999
88163.500000,0.523999
88334.500000,0.511511
87425.500000,0.454513
88223.500000,0.606508
88604.500000,0.403998
