32854.000000,2.379039
32820.000000,2.057012
32851.000000,2.375525
33224.000000,1.898091
33227.000000,2.053559
33110.000000,1.807008
33768.000000,1.895549
33239.000000,2.204539
32257.000000,2.175011
32772.000000,2.414033
33203.000000,2.257506
33026.000000,1.683512
32854.000000,2.093013
33254.000000,1.938540
33133.000000,1.895525
33316.000000,2.419012
33534.000000,2.135012
33187.000000,2.014018
32820.000000,2.053013
32851.000000,2.387539
33009.000000,1.767436
33025.000000,1.848518
33110.000000,1.892511
33768.000000,2.049036
33114.000000,1.817541
33529.000000,1.989044
32772.000000,2.414534
33203.000000,2.255548
33577.000000,2.386026
33085.000000,2.216018
