4547.500000,0.000000
4410.500000,0.001000
4622.500000,0.000000
4398.500000,0.001000
4410.500000,0.000000
4386.500000,0.001001
4154.500000,0.000000
3764.500000,0.000000
4108.500000,0.001001
4513.500000,0.000000
4398.500000,0.000000
4410.500000,0.000000
4622.500000,0.001001
4108.500000,0.000000
3764.500000,0.001001
4386.500000,0.001001
4154.500000,0.000000
4547.500000,0.001000
4108.500000,0.000000
4513.500000,0.000000
4398.500000,0.000999
4410.500000,0.000000
4622.500000,0.000000
4108.500000,0.000000
3764.500000,0.001096
4108.500000,0.000000
4154.500000,0.000999
4547.500000,0.000000
4410.500000,0.001000
4622.500000,0.000000
