208835.000000,0.002000
196366.000000,0.000997
199168.000000,0.000998
200091.000000,0.001866
205670.000000,0.001999
207550.000000,0.001002
206401.000000,0.001000
195400.000000,0.001000
198806.000000,0.002000
196366.000000,0.000999
199789.000000,0.001000
210781.000000,0.001086
198985.000000,0.002001
203449.000000,0.002001
197967.000000,0.001001
210781.000000,0.000999
200461.000000,0.001000
199548.000000,0.001003
196366.000000,0.001003
199168.000000,0.002003
206403.000000,0.002001
206356.000000,0.002000
207550.000000,0.001999
206401.000000,0.002000
201288.000000,0.002001
206403.000000,0.001006
196366.000000,0.001001
199789.000000,0.000999
200286.000000,0.001998
200004.000000,0.001000
