126944.500000,0.535510
124337.500000,0.617000
126925.500000,0.534999
127510.500000,0.605518
124848.500000,0.524998
125102.500000,0.975035
124730.500000,0.716015
125400.500000,0.496001
125049.500000,0.493998
124633.500000,0.633002
124255.500000,0.576364
124283.500000,0.620038
128330.500000,0.469000
124635.500000,0.606999
125564.500000,0.551518
126786.500000,0.527000
126341.500000,0.552027
125887.500000,0.673999
125492.500000,0.538029
125405.500000,0.510001
126076.500000,0.570514
126606.500000,0.468009
124268.500000,0.578999
124453.500000,0.552387
125504.500000,0.609002
127449.500000,0.477998
125886.500000,0.469554
125396.500000,0.470000
127151.500000,0.606002
124995.500000,0.634520
