154047.500000,0.000000
169674.500000,0.001000
161583.500000,0.000999
167996.500000,0.000000
157987.500000,0.000000
175126.500000,0.000996
175843.500000,0.001000
166004.500000,0.001001
176861.500000,0.000000
177180.500000,0.000999
163519.500000,0.001000
176512.500000,0.000999
161626.500000,0.000000
169012.500000,0.001000
162449.500000,0.000999
166522.500000,0.001001
168216.500000,0.000000
172881.500000,0.001003
169629.500000,0.000000
171319.500000,0.001000
162460.500000,0.000998
162231.500000,0.000000
172768.500000,0.000000
172765.500000,0.001000
167259.500000,0.000997
161888.500000,0.000000
171952.500000,0.001001
171683.500000,0.000999
160414.500000,0.001018
175418.500000,0.000000
