255055.000000,5.651287
255587.000000,4.560358
252626.000000,4.796907
256658.000000,4.837206
253972.000000,4.921856
254927.000000,4.665654
253739.000000,4.687317
256971.000000,4.576303
255967.000000,4.821244
253501.000000,5.540325
255738.000000,4.585592
252655.000000,4.313412
256274.000000,4.995752
252758.000000,4.987062
255140.000000,4.679524
254220.000000,4.758782
252952.000000,5.061153
255067.000000,4.924523
255735.000000,4.987720
251902.000000,4.911036
255603.000000,4.801233
252422.000000,4.871734
254177.000000,4.744407
251768.000000,4.868453
257905.000000,5.139581
254980.000000,4.694644
255918.000000,5.043611
254376.000000,4.796990
254955.000000,4.829611
255086.000000,5.520257
